P1	P2	P4	P6	P7	P3	P5	P8	P9	P10	TOTAL	gender	age	source	country
1	1	1	0	0	0	0	1	0	0	4	2	16	2	GB
1	2	1	0	0	0	1	2	0	0	7	2	50	1	GB
3	3	3	3	2	3	3	1	3	3	27	1	33	1	GB
2	2	2	1	1	1	1	1	1	1	13	2	20	3	US
3	3	2	3	3	3	3	3	3	3	29	1	15	3	GB
3	2	2	2	3	3	2	2	1	3	23	1	15	1	GB
3	3	2	2	2	2	2	2	1	2	21	2	22	1	US
2	2	3	1	0	0	0	3	1	1	13	2	14	1	GB
3	3	3	2	2	2	2	2	1	1	21	1	20	1	GB
3	3	2	2	2	2	2	1	1	1	19	2	20	3	US
2	2	1	2	1	1	1	2	1	1	14	2	16	1	GB
1	2	2	1	1	1	1	1	1	1	12	2	35	1	GB
1	1	1	1	0	1	0	0	0	0	5	2	16	1	US
2	2	2	2	0	3	3	1	1	1	17	2	18	1	GB
2	2	2	2	2	3	3	3	3	3	25	2	33	1	GB
1	2	3	2	3	1	3	1	1	1	18	1	16	1	RS
2	2	2	1	1	2	2	1	1	1	15	2	42	1	GB
1	2	2	1	2	1	0	0	0	1	10	2	22	1	GB
0	0	0	0	0	0	0	0	0	0	0	2	19	2	GB
2	2	2	2	2	1	2	2	1	1	17	2	16	1	VC
1	0	1	1	1	1	1	1	1	1	9	2	18	1	GB
2	2	2	1	0	1	2	0	0	0	10	2	35	1	GB
2	2	2	3	3	3	3	3	2	3	26	2	60	1	GB
2	2	2	2	2	2	2	2	2	2	20	1	58	1	US
2	2	2	1	1	2	2	2	1	2	17	1	50	1	GB
2	2	2	1	2	2	2	2	1	1	17	2	36	1	GB
0	0	0	0	0	0	0	0	0	0	0	2	13	1	US
2	2	2	2	2	2	2	2	2	2	20	2	35	1	GB
2	3	2	3	2	3	3	3	3	3	27	2	31	1	US
2	3	2	1	2	2	2	2	2	2	20	2	14	1	CA
3	2	1	1	1	0	1	3	1	1	14	1	22	1	US
0	2	2	1	0	1	0	1	0	0	7	2	24	2	CA
0	0	1	0	0	2	0	0	0	0	3	2	16	1	US
2	2	2	2	2	2	2	1	2	2	19	2	17	1	US
1	2	3	0	0	0	0	0	0	0	6	2	25	1	US
2	2	2	2	3	1	2	2	1	1	18	1	23	1	PH
1	2	1	1	1	1	1	1	0	0	9	1	33	1	US
3	2	3	2	2	3	2	2	2	1	22	2	22	1	CA
3	3	3	0	2	1	3	3	3	3	24	1	22	1	SE
2	1	3	2	3	0	2	2	3	1	19	2	54	1	AU
3	3	3	3	3	3	3	3	3	3	30	2	48	2	CA
2	2	1	1	1	1	1	2	1	1	13	2	40	1	US
2	1	3	1	0	1	1	0	0	0	9	1	15	1	US
0	0	0	0	0	0	0	1	0	0	1	2	14	2	US
2	2	2	1	1	2	1	1	1	1	14	1	24	1	AU
2	2	2	2	2	3	3	2	3	3	24	1	22	1	AU
1	2	2	0	0	1	2	1	1	1	11	1	49	1	US
3	3	3	3	3	3	3	3	3	3	30	1	17	3	US
0	0	0	0	0	0	0	3	0	0	3	2	13	1	US
1	0	1	1	0	0	0	0	0	0	3	1	31	1	IE
2	2	2	1	1	2	1	1	2	1	15	1	46	1	US
2	2	2	1	1	2	2	1	1	1	15	1	25	1	US
3	3	3	3	3	1	0	3	1	1	21	2	29	1	IN
0	1	0	0	1	0	0	0	0	0	2	2	15	2	US
2	3	3	3	2	1	2	2	2	3	23	1	54	1	MY
0	1	1	0	1	1	0	0	0	0	4	1	21	3	US
3	3	3	3	3	3	3	2	2	2	27	1	30	1	NZ
2	2	2	2	1	2	2	1	1	2	17	1	49	1	US
3	3	2	2	2	2	2	1	1	1	19	1	27	1	RO
2	2	2	2	2	3	2	1	1	1	18	1	18	1	US
2	2	2	2	2	1	2	2	2	2	19	2	21	2	GB
2	2	2	2	1	1	1	1	1	1	14	1	16	1	GB
3	3	2	2	2	2	2	1	1	1	19	1	33	1	GB
1	2	2	1	1	1	1	1	2	2	14	2	65	1	GB
3	3	3	3	3	2	2	1	2	2	24	1	22	1	IN
3	3	2	2	2	2	2	2	2	1	21	2	39	1	NZ
2	2	1	1	0	1	1	1	0	0	9	2	25	1	IN
2	2	2	2	1	1	2	1	1	1	15	2	49	3	GB
2	2	2	2	2	3	3	3	3	3	25	2	19	3	PH
2	3	3	2	2	1	2	1	2	2	20	2	25	1	PL
2	2	2	0	0	0	0	0	0	0	6	1	27	1	GB
2	1	2	1	2	1	1	1	1	1	13	2	56	1	GB
1	1	2	1	1	1	1	0	0	0	8	1	18	1	IE
2	3	2	1	1	2	2	1	1	1	16	2	20	1	FR
1	2	2	1	2	0	0	0	0	0	8	1	28	2	HU
3	3	2	1	1	1	1	1	1	1	15	2	26	3	AE
2	2	2	2	2	1	2	2	2	2	19	1	19	1	GB
1	1	1	3	1	1	0	0	1	1	10	1	49	2	GB
1	1	1	0	0	1	1	0	0	0	5	2	13	1	AU
3	2	2	3	2	3	2	2	2	1	22	1	16	3	US
1	1	1	0	2	1	2	1	1	1	11	2	44	1	IE
2	2	2	2	2	2	2	2	2	2	20	1	15	1	US
3	3	2	3	2	2	2	2	2	2	23	2	30	3	EE
2	2	1	1	1	2	2	2	1	2	16	2	19	2	CO
3	3	3	3	3	3	3	2	2	3	28	2	17	1	GB
3	2	1	0	0	0	0	2	1	1	10	1	36	1	FI
2	2	3	3	3	3	3	2	2	3	26	1	20	1	PT
3	3	3	1	3	1	1	3	3	1	22	2	19	1	IT
2	2	1	1	1	2	2	0	1	2	14	2	24	3	TW
2	2	2	1	2	2	2	2	1	1	17	1	23	2	AU
3	3	3	3	2	3	3	1	3	3	27	2	16	1	PH
3	3	3	2	2	3	3	1	1	2	23	1	42	1	GB
3	3	2	2	2	2	2	2	1	3	22	2	28	1	US
2	2	2	1	2	1	1	0	0	1	12	1	28	1	GB
2	2	3	2	2	3	3	3	3	3	26	2	31	1	GB
2	2	3	2	2	2	2	2	2	2	21	2	23	1	GB
3	2	3	3	3	3	3	3	0	2	25	2	49	1	GB
3	3	2	2	2	2	2	2	2	3	23	2	34	1	GB
1	1	0	1	0	0	0	1	0	0	4	2	16	1	GB
2	2	2	1	1	1	1	1	0	1	12	2	27	1	CA
0	1	3	0	0	0	0	0	0	0	4	2	49	1	US
1	2	2	1	2	1	1	1	2	3	16	1	31	1	GB
1	2	1	1	1	1	1	0	1	0	9	1	19	3	PK
1	2	2	2	1	2	0	1	0	1	12	1	20	1	PH
3	3	3	3	2	3	3	2	3	3	28	2	20	1	FR
3	2	2	3	2	3	2	3	2	2	24	2	18	1	US
2	2	2	2	2	3	2	1	2	3	21	2	33	1	GB
3	2	2	3	1	1	1	1	1	1	16	2	17	2	SK
2	3	2	0	2	2	3	1	1	3	19	2	34	1	GB
1	2	1	1	1	1	2	1	0	0	10	2	16	1	GB
2	2	2	2	2	2	2	2	1	1	18	2	24	1	PK
2	2	2	1	0	0	1	1	0	1	10	2	14	1	US
1	2	1	1	1	1	1	0	0	1	9	1	53	3	US
0	1	2	0	0	0	0	0	0	0	3	2	33	1	GB
1	1	1	0	0	0	0	1	0	0	4	2	18	1	EU
3	3	3	2	3	3	2	3	2	1	25	1	54	1	US
3	3	3	2	3	3	3	2	3	3	28	2	17	1	US
2	1	1	0	0	0	1	0	0	0	5	2	14	1	ES
2	2	1	2	1	0	1	2	0	0	11	1	29	1	LV
1	3	2	1	1	0	0	1	1	2	12	2	31	1	IE
2	2	2	2	2	2	2	1	1	2	18	2	14	1	US
3	3	3	3	3	3	3	3	3	3	30	1	15	1	GB
2	1	2	2	2	3	1	2	3	1	19	1	16	1	US
2	3	2	3	2	3	3	2	2	2	24	2	13	1	NZ
2	2	3	1	2	2	1	0	0	0	13	2	13	1	GB
3	3	3	3	2	2	3	0	2	2	23	2	20	1	US
2	2	0	1	2	2	1	2	2	2	16	2	20	1	GB
0	1	0	0	0	0	0	1	0	0	2	1	31	2	AU
0	0	1	0	0	0	0	0	3	3	7	2	20	1	GB
1	1	1	1	1	1	1	1	1	1	10	2	34	1	GB
2	2	1	2	1	2	3	1	1	2	17	1	36	1	US
0	1	1	0	0	0	3	3	0	0	8	2	15	3	GB
3	3	2	3	3	3	3	2	3	3	28	0	0	1	GB
2	2	1	2	2	3	3	3	3	3	24	2	39	2	DE
3	3	3	3	3	2	2	3	2	3	27	1	36	3	US
1	1	2	1	1	1	1	1	1	2	12	2	54	2	US
3	3	2	3	2	3	3	1	3	3	26	1	15	1	PT
1	2	2	2	0	1	0	1	0	0	9	1	23	1	US
0	1	0	0	0	0	1	0	0	0	2	2	30	1	US
3	3	3	3	3	3	3	3	2	3	29	2	41	1	GB
1	3	1	1	1	1	0	1	0	1	10	2	21	1	CA
3	3	2	2	0	1	1	2	1	1	16	1	24	1	CA
1	1	0	0	1	0	0	1	0	0	4	2	16	1	NO
1	1	0	1	0	1	1	2	0	0	7	2	14	1	US
2	2	1	2	1	2	1	1	1	1	14	1	40	1	GB
3	3	1	1	2	1	1	0	1	2	15	1	18	1	US
2	2	2	2	2	2	1	2	2	2	19	1	17	1	US
2	3	1	2	1	2	2	2	1	3	19	1	40	1	PL
2	1	1	1	1	1	1	0	0	0	8	2	18	1	US
2	1	2	2	2	3	2	1	2	2	19	1	17	1	US
1	0	1	1	0	0	1	0	0	0	4	1	17	1	US
3	2	2	2	1	2	1	3	1	1	18	2	0	1	US
1	2	2	1	1	2	2	2	1	1	15	2	47	2	AU
1	0	1	1	0	0	0	0	0	0	3	1	19	2	US
3	3	3	2	3	3	3	3	2	1	26	2	49	3	PH
3	3	2	2	3	3	2	2	1	3	24	1	18	2	US
2	2	2	0	2	2	2	1	1	3	17	1	15	1	US
3	2	3	2	3	2	3	3	1	3	25	1	18	1	US
3	3	2	1	1	2	1	2	2	2	19	2	19	1	US
2	2	2	2	2	2	1	2	1	1	17	1	17	1	PH
2	2	2	1	1	1	1	1	1	1	13	2	24	1	MY
3	3	3	3	3	3	3	2	1	3	27	1	29	3	US
3	2	1	3	2	2	2	2	2	3	22	1	17	1	US
2	2	1	2	1	3	3	2	0	3	19	1	23	1	US
1	2	1	2	0	2	1	2	0	1	12	2	16	1	MY
3	2	3	3	1	2	1	1	1	2	19	2	18	1	US
3	3	2	1	2	2	2	2	1	1	19	2	29	1	US
3	2	2	3	2	1	2	1	2	1	19	2	24	1	ID
3	3	3	2	3	3	3	3	3	3	29	2	59	1	US
3	3	3	2	3	3	3	1	1	2	24	2	31	1	GB
3	2	2	1	0	0	1	1	1	0	11	1	18	1	CA
3	2	2	3	3	2	3	3	3	3	27	1	19	1	CA
3	3	3	2	0	0	0	2	0	0	13	1	22	1	US
1	1	0	0	0	0	1	0	0	0	3	2	15	1	US
3	2	2	2	2	2	3	2	2	2	22	2	19	1	US
2	3	2	2	2	3	2	2	1	1	20	1	42	1	US
2	2	2	2	2	2	3	3	1	2	21	2	21	2	GB
2	2	2	2	1	2	1	1	0	0	13	2	19	1	US
1	1	2	1	1	1	1	1	0	0	9	2	18	3	NZ
2	2	2	1	1	1	1	1	1	1	13	1	18	1	CA
2	2	2	2	2	2	2	1	1	2	18	1	18	1	GB
2	2	2	2	2	2	2	1	2	2	19	1	19	1	AU
2	2	2	1	2	2	1	1	0	1	14	1	16	1	PK
3	3	0	1	0	0	3	0	0	0	10	1	20	2	IN
2	3	2	1	1	1	1	2	1	1	15	2	21	1	IN
3	3	3	3	3	3	3	2	2	3	28	1	22	1	GB
3	3	3	3	3	1	3	2	2	3	26	2	23	1	GB
2	2	2	2	1	1	1	2	1	1	15	2	32	1	DE
1	1	1	1	0	1	1	1	1	0	8	2	22	1	EE
2	2	3	1	2	2	1	1	1	1	16	2	17	1	AU
1	1	1	1	1	0	1	1	1	1	9	2	22	1	US
0	2	0	0	0	0	0	0	0	0	2	1	21	1	SG
2	3	2	1	1	1	3	2	2	3	20	1	23	1	NL
1	2	2	2	2	1	0	0	0	0	10	2	28	2	IN
3	3	3	2	2	2	2	2	0	1	20	1	23	1	GB
2	2	3	2	1	1	1	1	1	3	17	1	16	1	AU
3	3	3	3	3	3	3	3	3	3	30	1	22	1	EU
1	1	2	1	1	1	0	1	0	1	9	1	24	1	BE
0	2	2	0	0	1	0	0	0	0	5	2	17	1	GB
2	3	2	1	0	2	1	2	0	1	14	2	21	1	US
3	3	3	3	2	3	3	3	2	1	26	1	16	3	AU
2	3	3	3	3	2	3	1	2	2	24	1	47	1	US
2	3	3	1	1	0	1	0	0	0	11	1	21	1	AR
3	3	3	3	2	2	3	3	3	3	28	1	38	1	US
1	2	2	1	0	0	0	0	0	0	6	1	26	3	CA
2	2	2	1	2	1	2	2	2	2	18	2	29	3	GB
3	3	2	1	1	1	1	1	0	1	14	1	24	1	FO
2	2	2	1	0	1	1	1	1	1	12	1	28	1	US
1	2	2	1	1	1	1	2	1	1	13	2	13	2	SA
0	1	1	0	1	1	0	1	0	0	5	2	17	1	BR
0	2	2	0	0	2	1	0	0	1	8	2	23	3	US
3	3	3	3	3	0	0	0	0	0	15	3	22	1	PL
2	3	2	0	0	1	1	0	1	0	10	1	42	1	ES
3	3	2	2	3	2	2	2	2	3	24	2	19	1	DE
2	2	1	0	0	1	0	2	1	1	10	2	23	1	US
2	2	3	1	1	2	0	2	1	2	16	2	17	3	US
2	3	2	2	2	3	2	3	3	3	25	1	20	1	SE
1	1	2	1	1	1	1	0	1	0	9	2	22	1	BE
0	2	2	0	0	0	0	0	0	0	4	1	17	1	IE
3	3	2	2	1	1	2	2	1	1	18	1	25	1	US
0	2	0	1	0	1	1	0	1	1	7	2	19	1	GB
3	3	3	2	2	3	3	2	3	3	27	2	39	1	US
3	3	2	2	2	1	3	1	1	1	19	1	37	1	US
2	2	2	1	2	2	2	1	2	1	17	1	23	1	US
2	2	2	0	0	0	2	0	3	2	13	1	16	1	CZ
0	0	0	0	0	0	0	0	3	3	6	2	21	1	GB
3	3	2	1	0	2	0	1	1	1	14	1	19	1	US
2	3	1	1	1	2	1	1	1	1	14	2	21	2	GB
1	1	0	1	1	0	0	1	0	0	5	2	23	1	CA
2	2	1	0	1	0	1	2	0	1	10	2	20	1	GB
1	2	1	1	1	1	2	1	1	1	12	0	0	1	KR
1	2	2	0	0	1	1	1	1	0	9	2	19	1	GB
2	2	1	2	1	2	2	2	1	2	17	2	44	1	GB
1	2	2	1	1	0	0	1	1	0	9	1	18	1	MX
3	3	3	3	3	3	3	3	3	3	30	1	57	1	US
3	3	2	2	2	3	2	2	2	3	24	1	53	1	US
2	2	2	2	2	2	2	2	2	2	20	2	53	3	GB
1	2	2	1	1	2	3	0	2	2	16	1	34	3	GB
2	2	2	2	2	2	2	2	2	3	21	1	29	1	US
0	1	0	2	2	2	1	0	1	1	10	2	16	1	ES
1	2	0	1	1	0	1	0	0	0	6	2	16	1	DK
2	2	1	2	1	1	1	1	0	1	12	2	33	1	AL
2	2	2	1	2	1	2	2	1	1	16	2	24	1	US
1	1	0	0	1	1	1	1	0	1	7	2	17	1	GB
2	2	2	1	1	1	1	3	1	1	15	1	17	2	VE
3	3	3	3	3	3	3	3	2	3	29	2	67	1	GB
3	2	2	1	0	2	1	2	1	1	15	1	18	1	DK
2	2	2	1	1	1	1	1	0	1	12	2	18	1	GB
0	0	0	1	0	0	0	0	0	0	1	1	14	1	GB
3	3	3	2	2	3	3	1	1	1	22	2	19	2	GB
2	2	1	0	1	2	2	0	1	1	12	2	35	1	GB
3	2	3	2	1	1	2	1	0	2	17	1	22	1	CA
3	3	2	2	2	2	3	3	1	3	24	1	33	2	US
3	3	3	3	3	3	3	0	3	3	27	1	18	1	US
2	2	2	2	2	2	2	1	1	2	18	2	54	1	GB
1	2	0	0	0	1	0	2	0	0	6	2	30	3	US
1	2	2	1	1	1	1	1	1	2	13	1	34	1	GB
3	2	2	3	2	1	2	1	1	1	18	2	18	1	US
2	2	3	2	1	2	2	2	1	2	19	1	21	1	GB
2	3	3	2	2	3	2	2	1	3	23	2	16	1	US
1	2	1	2	2	2	1	1	2	2	16	1	24	2	US
2	2	2	2	2	1	1	0	1	1	14	2	20	3	GR
1	2	2	2	0	1	0	1	1	0	10	1	17	1	GB
2	2	2	2	2	3	3	2	1	2	21	1	67	1	US
0	3	2	2	0	0	0	0	0	0	7	1	17	1	AL
0	0	0	0	0	0	0	3	0	0	3	2	18	1	US
3	3	3	3	2	3	3	1	0	0	21	1	16	1	US
2	3	2	0	0	3	1	0	0	0	11	1	19	1	GB
2	2	2	1	1	2	1	1	1	1	14	2	54	1	CA
3	2	3	1	2	2	1	1	2	2	19	1	40	1	AU
2	3	3	2	3	2	2	2	3	2	24	1	23	1	US
2	2	2	2	1	2	1	2	1	1	16	2	35	1	US
1	2	1	0	0	0	2	0	0	0	6	2	19	1	AU
0	0	0	0	0	0	0	0	0	0	0	2	14	1	CA
2	2	0	1	1	1	0	1	1	1	10	1	15	3	AU
2	2	2	1	1	2	2	2	1	1	16	2	28	1	US
2	3	0	2	2	3	2	1	1	3	19	1	34	1	AU
3	3	2	2	3	3	3	1	1	1	22	2	23	1	SG
1	1	1	0	0	1	1	1	3	3	12	2	18	1	US
2	3	1	2	3	1	1	1	1	0	15	3	13	1	AU
1	0	0	2	1	2	2	1	2	1	12	2	19	1	PK
0	2	0	0	0	0	0	1	1	1	5	1	24	1	US
2	2	1	2	1	1	1	0	0	0	10	2	16	1	US
3	3	3	2	0	1	1	2	1	2	18	1	21	1	US
3	2	1	0	0	0	0	0	0	0	6	1	17	1	US
3	2	2	0	1	2	3	1	1	1	16	2	17	1	US
2	2	3	2	2	2	2	1	2	1	19	2	21	1	TR
1	0	1	1	2	1	1	0	0	0	7	2	15	1	US
2	2	2	2	3	2	2	1	2	2	20	2	21	1	TR
2	2	2	1	1	1	1	1	1	1	13	1	17	1	US
3	3	3	2	2	2	2	3	0	1	21	2	40	1	GB
0	1	0	1	0	3	0	0	0	0	5	2	16	1	US
2	2	3	2	3	1	2	0	0	1	16	1	29	1	IN
1	2	2	2	2	2	2	1	1	1	16	2	19	1	US
2	2	2	1	1	2	2	1	1	2	16	1	32	1	HK
2	2	1	1	1	1	1	1	1	1	12	2	49	1	US
2	2	0	1	0	1	0	2	0	0	8	2	16	1	US
1	3	3	1	1	1	0	1	0	1	12	2	19	1	US
3	2	3	1	1	1	2	0	0	0	13	0	0	3	RO
1	1	1	0	0	0	0	2	0	0	5	2	16	3	GB
2	2	2	1	1	1	2	1	3	1	16	2	29	3	CA
2	2	2	1	1	1	1	1	1	1	13	0	0	1	US
1	2	1	0	0	1	1	1	1	1	9	2	33	1	US
2	2	0	1	1	0	1	1	1	1	10	3	18	1	US
1	0	0	1	0	2	0	0	0	1	5	2	17	1	RU
1	2	1	0	0	0	0	0	0	0	4	1	24	3	GB
1	1	2	1	0	0	0	2	1	0	8	1	19	1	CA
2	1	2	2	2	3	3	1	3	2	21	2	58	1	KR
0	0	3	0	0	0	0	0	0	0	3	2	15	1	PH
1	2	1	1	1	1	1	0	1	1	10	2	50	1	ES
2	2	2	1	2	1	3	1	2	2	18	2	37	1	GB
2	2	1	1	1	1	1	1	1	1	12	2	52	3	US
2	2	2	1	2	2	1	2	2	2	18	2	16	3	PH
1	0	1	1	0	0	1	1	0	0	5	2	16	1	GB
2	2	1	1	1	0	1	1	1	1	11	2	16	1	US
2	2	2	2	2	2	2	1	1	2	18	1	24	1	IN
3	3	3	3	2	2	2	1	1	3	23	1	43	1	TH
2	1	1	1	1	1	1	1	0	0	9	2	13	1	US
2	2	2	1	1	1	1	1	1	1	13	2	23	1	GB
2	3	2	2	2	3	2	3	2	2	23	2	14	1	GB
2	2	2	1	1	1	1	1	1	1	13	1	26	1	US
2	2	2	3	2	2	3	2	1	2	21	2	32	1	US
3	2	3	2	2	3	3	1	3	3	25	2	27	1	GB
2	2	2	2	2	2	2	2	2	2	20	2	64	1	GB
3	3	3	3	3	2	3	2	3	3	28	2	18	1	US
3	2	2	0	0	0	0	0	0	0	7	2	20	1	AR
3	3	3	2	2	3	2	0	2	3	23	1	57	3	US
0	1	1	0	1	3	3	3	3	3	18	1	14	3	GB
2	2	2	2	2	2	1	1	0	0	14	2	14	2	US
1	2	2	0	0	1	1	0	0	0	7	2	18	1	US
1	1	1	1	0	1	0	0	3	2	10	2	32	1	DE
2	2	2	1	1	1	1	1	1	1	13	2	29	3	US
2	1	3	0	0	0	0	0	0	0	6	2	22	1	CA
1	1	1	0	0	0	1	0	0	0	4	1	18	3	GB
0	0	0	2	1	0	0	2	2	1	8	2	32	1	US
1	0	0	1	1	0	1	0	0	0	4	2	21	3	GB
2	2	2	2	2	1	2	1	1	1	16	2	16	1	US
1	2	1	1	1	1	1	1	1	1	11	2	43	2	GB
3	3	3	1	0	2	1	1	0	0	14	1	29	3	GB
2	2	2	2	2	2	2	2	1	1	18	1	23	1	RS
2	1	3	1	1	2	1	1	1	1	14	1	21	1	DE
2	2	2	1	2	1	1	0	0	1	12	2	19	1	US
1	1	2	1	1	2	1	1	0	0	10	2	17	1	GB
1	2	1	1	1	0	0	2	0	0	8	2	19	3	FR
1	2	1	1	1	1	1	0	1	1	10	2	40	1	GB
2	2	2	0	1	1	1	0	1	1	11	2	22	1	NL
2	2	2	1	1	1	1	1	1	1	13	1	19	1	US
1	2	2	0	1	2	0	1	0	0	9	2	16	1	GB
3	0	2	1	2	1	1	1	1	2	14	2	15	1	US
3	3	3	3	2	3	2	3	3	3	28	1	16	1	GB
2	1	2	0	2	1	0	1	1	1	11	2	15	1	US
0	2	3	0	0	1	1	0	0	0	7	2	34	3	GB
2	1	2	1	1	2	1	2	1	1	14	1	16	1	US
3	3	3	3	3	2	3	3	2	2	27	2	16	1	US
0	0	0	0	0	0	0	0	0	0	0	2	13	1	US
2	2	3	1	1	0	0	1	0	0	10	1	45	1	US
3	3	2	2	1	3	1	0	1	1	17	2	16	1	US
1	2	1	0	0	1	1	0	0	0	6	1	28	3	RO
2	2	2	1	1	1	1	1	1	2	14	2	23	1	US
3	3	2	3	1	3	2	3	2	2	24	2	16	1	US
1	1	1	2	1	1	1	1	3	3	15	2	18	3	AU
3	1	1	1	2	1	1	0	1	1	12	2	18	1	US
2	2	2	1	1	2	1	1	2	1	15	1	50	1	GB
3	3	3	2	2	2	1	1	0	0	17	2	15	1	US
2	2	1	0	3	1	0	0	0	0	9	2	15	3	US
2	3	2	2	2	3	2	2	2	3	23	2	25	1	US
0	1	0	0	0	0	1	2	0	0	4	3	18	3	GB
2	1	3	1	0	1	1	2	1	1	13	2	16	1	US
2	1	0	0	1	1	0	1	0	0	6	2	13	1	US
3	2	2	1	1	2	1	2	1	3	18	2	20	1	US
0	0	0	0	0	0	0	0	0	0	0	2	13	1	US
3	3	2	2	1	2	2	3	3	1	22	1	18	1	US
3	3	1	3	3	2	1	2	2	3	23	2	16	1	US
1	2	1	1	0	3	1	1	1	0	11	2	55	1	US
1	0	1	0	0	1	0	0	0	0	3	2	16	1	US
2	2	2	2	2	2	2	2	2	1	19	1	29	1	US
0	0	2	0	0	3	3	0	3	3	14	2	37	1	US
1	2	2	1	1	2	0	1	0	0	10	2	20	1	GB
3	3	3	2	3	3	3	3	3	3	29	2	26	1	US
2	2	2	1	1	2	1	1	2	3	17	2	18	1	US
3	3	1	3	1	1	2	3	2	2	21	1	18	1	US
0	2	1	0	1	0	1	0	1	0	6	1	34	3	NZ
1	1	1	0	0	1	0	2	0	0	6	2	14	1	CA
3	2	2	2	2	3	3	3	3	3	26	2	24	2	IN
2	2	2	1	1	2	1	1	1	1	14	1	37	3	CA
1	1	1	1	1	1	1	1	0	3	11	2	16	1	US
1	2	2	2	2	2	2	1	1	1	16	2	15	1	US
2	2	1	1	2	1	1	0	1	1	12	1	22	1	US
2	3	3	1	3	3	1	2	2	2	22	2	19	1	US
1	1	1	2	1	0	1	0	1	0	8	2	15	1	US
3	3	3	3	3	3	0	3	3	3	27	1	58	1	AU
2	2	1	1	1	1	2	2	1	1	14	2	24	1	US
2	2	2	2	2	2	2	2	2	2	20	2	20	3	NL
2	2	2	0	1	2	2	1	1	1	14	2	30	1	GB
3	3	3	3	3	3	3	3	3	3	30	1	42	2	ES
3	3	3	2	2	3	3	3	2	3	27	0	24	1	US
2	2	2	2	2	2	2	2	1	0	17	2	14	1	GB
2	3	2	2	2	2	1	0	1	3	18	2	17	3	PK
3	3	1	1	0	0	0	0	0	2	10	1	22	1	FR
3	2	2	3	3	3	2	3	2	2	25	1	17	1	RO
3	3	3	2	2	2	2	2	2	2	23	1	38	2	CA
3	3	2	2	2	3	2	1	2	2	22	2	41	1	TH
3	3	3	2	2	3	3	1	2	1	23	1	32	3	ZA
2	2	3	2	2	3	3	2	2	2	23	1	22	1	IN
2	3	2	2	2	3	3	3	3	3	26	1	20	1	GB
2	2	2	0	0	1	1	0	1	1	10	1	27	2	KR
1	0	2	0	0	0	1	0	0	0	4	2	16	1	GB
1	2	1	1	1	1	1	0	1	1	10	2	16	1	AU
0	2	2	1	0	1	0	0	0	1	7	2	33	3	US
1	1	1	1	1	1	2	1	1	1	11	1	13	2	AU
3	3	3	3	3	3	3	3	3	3	30	0	0	1	US
3	3	3	3	3	3	3	3	3	3	30	2	48	1	US
2	2	2	2	2	1	2	2	1	1	17	2	25	1	GB
3	2	2	2	2	1	1	2	1	2	18	2	27	1	PH
2	2	2	3	2	0	0	0	0	0	11	2	22	1	MY
0	1	0	1	0	0	1	1	0	0	4	1	20	2	GB
3	2	3	2	2	1	1	1	1	1	17	1	20	1	PH
3	3	1	1	1	0	1	1	0	2	13	1	49	1	GB
2	2	1	1	1	1	0	1	0	0	9	1	17	1	AU
2	2	2	1	2	1	1	2	2	1	16	2	17	1	US
3	3	2	2	2	2	2	1	1	1	19	1	20	1	CA
2	1	2	1	0	2	1	1	1	1	12	2	17	1	FI
1	2	1	0	0	3	1	0	1	1	10	2	19	1	GB
2	2	2	1	2	2	2	1	1	1	16	2	21	2	GB
2	1	2	1	1	2	1	1	1	1	13	2	40	1	GB
2	2	2	2	1	1	2	1	2	1	16	2	24	1	DK
2	2	2	0	0	0	2	1	1	2	12	2	33	1	IT
3	3	2	3	2	3	3	2	3	2	26	2	21	2	TR
1	0	1	1	0	0	0	1	0	0	4	3	13	1	US
1	2	1	1	1	1	1	1	0	0	9	2	47	1	GB
2	3	3	3	3	1	0	1	0	0	16	2	17	1	MY
3	2	3	1	2	2	2	3	2	2	22	1	40	3	US
2	2	3	2	1	2	2	1	2	2	19	1	32	2	FR
1	2	1	1	1	0	0	1	0	0	7	2	15	1	US
1	2	2	1	2	0	1	0	0	0	9	1	16	1	US
2	2	2	2	2	2	3	2	2	2	21	2	34	1	GB
0	0	0	0	0	0	0	0	0	0	0	2	35	2	GB
2	2	3	2	2	3	2	1	3	3	23	2	60	3	US
2	2	1	2	2	1	1	1	1	1	14	2	16	1	US
3	2	1	2	1	2	3	2	1	1	18	1	56	2	GB
3	2	3	3	3	3	2	2	3	2	26	1	22	2	TR
3	3	3	2	2	3	3	2	2	2	25	1	25	1	GB
2	2	2	2	1	1	2	1	0	1	14	2	59	1	GB
3	3	2	3	3	3	3	1	2	2	25	2	16	1	AT
3	3	1	2	3	3	3	1	2	3	24	2	15	1	AT
1	2	1	2	1	1	1	1	1	1	12	1	15	1	US
3	3	3	3	3	3	3	2	3	3	29	2	26	1	US
1	2	2	1	0	1	1	0	2	1	11	2	21	1	GB
0	0	0	0	0	0	0	1	0	0	1	2	24	3	GB
1	1	2	0	1	2	1	0	0	1	9	2	16	1	GB
2	2	2	2	2	2	2	0	2	2	18	2	39	1	GB
2	3	2	2	2	2	3	1	2	3	22	2	70	3	US
3	2	2	3	3	2	2	2	1	2	22	2	16	1	GB
2	2	2	3	1	2	2	1	1	1	17	2	48	2	US
2	3	2	2	3	2	2	1	1	2	20	2	18	1	US
